Title,Image,h2,sqlogolink_URL,Number,mtxsm_URL,mtxsm,mtxsm_URL1,mtxsm2,subtlelink_URL,subtlelink
Google,"https://www.glassdoor.sg/Award/Best-Places-to-Work-LST_KQ0,19.htm",#11,"https://www.glassdoor.sg/Overview/Working-at-Google-EI_IE9079.11,17.htm",4.5,https://www.glassdoor.sg/Reviews/Google-Reviews-E9079.htm, See Reviews,https://www.glassdoor.sg/Jobs/Google-Jobs-E9079.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-Google-Inc-RVW28126172.htm," Work/life balance, benefits, compensation, autonomy and the quality of your co-workers are unmatched."
LinkedIn,"https://www.glassdoor.sg/Award/Best-Places-to-Work-LST_KQ0,19.htm",#12,"https://www.glassdoor.sg/Overview/Working-at-LinkedIn-EI_IE34865.11,19.htm",4.5,https://www.glassdoor.sg/Reviews/LinkedIn-Reviews-E34865.htm, See Reviews,https://www.glassdoor.sg/Jobs/LinkedIn-Jobs-E34865.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-LinkedIn-Corporation-RVW25005728.htm," Super invested in employee development, great work/life balance, great benefits for working mothers and maternity/paternity leave."
Boston Consulting Group,"https://www.glassdoor.sg/Award/Best-Places-to-Work-LST_KQ0,19.htm",#13,"https://www.glassdoor.sg/Overview/Working-at-Boston-Consulting-Group-EI_IE3879.11,34.htm",4.5,https://www.glassdoor.sg/Reviews/Boston-Consulting-Group-Reviews-E3879.htm, See Reviews,https://www.glassdoor.sg/Jobs/Boston-Consulting-Group-Jobs-E3879.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-The-Boston-Consulting-Group-Inc-RVW29850195.htm," Fantastic collaborative working environment. Vast resources available to grow and develop professionally, while delivering high quality..."
Trader Joe's,"https://www.glassdoor.sg/Award/Best-Places-to-Work-LST_KQ0,19.htm",#14,"https://www.glassdoor.sg/Overview/Working-at-Trader-Joe-s-EI_IE5631.11,23.htm",4.5,https://www.glassdoor.sg/Reviews/Trader-Joe-s-Reviews-E5631.htm, See Reviews,https://www.glassdoor.sg/Jobs/Trader-Joe-s-Jobs-E5631.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-Trader-Joe-s-Company-RVW26075635.htm," Pays well, great management, fun environment, more flexible schedule than other retailers, snacking all day every day, and you are..."
CoverMyMeds,"https://www.glassdoor.sg/Award/Best-Places-to-Work-LST_KQ0,19.htm",#15,"https://www.glassdoor.sg/Overview/Working-at-CoverMyMeds-EI_IE680605.11,22.htm",4.5,https://www.glassdoor.sg/Reviews/CoverMyMeds-Reviews-E680605.htm, See Reviews,https://www.glassdoor.sg/Jobs/CoverMyMeds-Jobs-E680605.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-CoverMyMeds-RVW29462431.htm," Great place to work! CMM has created a culture that allows people to add value and grow as individuals, while still benefiting the..."
MathWorks,"https://www.glassdoor.sg/Award/Best-Places-to-Work-LST_KQ0,19.htm",#16,"https://www.glassdoor.sg/Overview/Working-at-MathWorks-EI_IE17117.11,20.htm",4.5,https://www.glassdoor.sg/Reviews/MathWorks-Reviews-E17117.htm, See Reviews,https://www.glassdoor.sg/Jobs/MathWorks-Jobs-E17117.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-The-MathWorks-Inc-RVW29865805.htm, They care about training and ensure that everyone is treated well with amazing little benefits from fruit in the morning to free...
H E B,"https://www.glassdoor.sg/Award/Best-Places-to-Work-LST_KQ0,19.htm",#17,"https://www.glassdoor.sg/Overview/Working-at-H-E-B-EI_IE2824.11,16.htm",4.5,https://www.glassdoor.sg/Reviews/H-E-B-Reviews-E2824.htm, See Reviews,https://www.glassdoor.sg/Jobs/H-E-B-Jobs-E2824.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-H-E-Butt-Grocery-Company-RVW27920534.htm, Flexible working hours. Good learning growth. Perfect work-life balance activities. Good compensation and benefits.
Power Home Remodeling,"https://www.glassdoor.sg/Award/Best-Places-to-Work-LST_KQ0,19.htm",#18,"https://www.glassdoor.sg/Overview/Working-at-Power-Home-Remodeling-EI_IE405781.11,32.htm",4.5,https://www.glassdoor.sg/Reviews/Power-Home-Remodeling-Reviews-E405781.htm, See Reviews,https://www.glassdoor.sg/Jobs/Power-Home-Remodeling-Jobs-E405781.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-Power-Home-Remodeling-Group-LLC-RVW29307647.htm, The management will go above and beyond to equip you with what you need to succeed right out the gates.
MD Anderson Cancer Center,"https://www.glassdoor.sg/Award/Best-Places-to-Work-LST_KQ0,19.htm",#19,"https://www.glassdoor.sg/Overview/Working-at-MD-Anderson-Cancer-Center-EI_IE19300.11,36.htm",4.5,https://www.glassdoor.sg/Reviews/MD-Anderson-Cancer-Center-Reviews-E19300.htm, See Reviews,https://www.glassdoor.sg/Jobs/MD-Anderson-Cancer-Center-Jobs-E19300.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-The-University-of-Texas-MD-Anderson-Cancer-Center-RVW28424282.htm, The managers really care about your well being and everyone has a pretty positive attitude and outlook regarding the work environment.
NVIDIA,"https://www.glassdoor.sg/Award/Best-Places-to-Work-LST_KQ0,19.htm",#20,"https://www.glassdoor.sg/Overview/Working-at-NVIDIA-EI_IE7633.11,17.htm",4.4,https://www.glassdoor.sg/Reviews/NVIDIA-Reviews-E7633.htm, See Reviews,https://www.glassdoor.sg/Jobs/NVIDIA-Jobs-E7633.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-NVIDIA-Corporation-RVW29418702.htm," Amazing culture, great work-life-balance and a strong drive to succeed in every area makes NVIDIA one of the best places I've ever..."
Microsoft,"https://www.glassdoor.sg/Award/Best-Places-to-Work-LST_KQ0,19.htm",#21,"https://www.glassdoor.sg/Overview/Working-at-Microsoft-EI_IE1651.11,20.htm",4.4,https://www.glassdoor.sg/Reviews/Microsoft-Reviews-E1651.htm, See Reviews,https://www.glassdoor.sg/Jobs/Microsoft-Jobs-E1651.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-Microsoft-Corporation-RVW29707002.htm, I love the culture and the people here. We are always learning and have a can-do attitude.
lululemon,"https://www.glassdoor.sg/Award/Best-Places-to-Work-LST_KQ0,19.htm",#22,"https://www.glassdoor.sg/Overview/Working-at-lululemon-EI_IE42589.11,20.htm",4.4,https://www.glassdoor.sg/Reviews/lululemon-Reviews-E42589.htm, See Reviews,https://www.glassdoor.sg/Jobs/lululemon-Jobs-E42589.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-lululemon-athletica-inc-RVW25606277.htm, Company believes in and is true to its core values. The company invests in its people and leadership/personal development opportunities.
Facebook,"https://www.glassdoor.sg/Award/Best-Places-to-Work-LST_KQ0,19.htm",#23,https://www.glassdoor.sg/facebook,4.4,https://www.glassdoor.sg/Reviews/Facebook-Reviews-E40772.htm, See Reviews,https://www.glassdoor.sg/Jobs/Facebook-Jobs-E40772.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-Facebook-Inc-RVW28166947.htm, No day is ever alike and I get to tackle challenging problems surrounded by the best and brightest minds.
McKinsey & Company,"https://www.glassdoor.sg/Award/Best-Places-to-Work-LST_KQ0,19.htm",#24,"https://www.glassdoor.sg/Overview/Working-at-McKinsey-and-Company-EI_IE2893.11,31.htm",4.4,https://www.glassdoor.sg/Reviews/McKinsey-and-Company-Reviews-E2893.htm, See Reviews,https://www.glassdoor.sg/Jobs/McKinsey-and-Company-Jobs-E2893.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-McKinsey-and-Company-Inc-RVW29400661.htm," The people who work here are smart, motivated, and passionate about the work they do. Coaching is a strong part of the culture."
Camden Property Trust,"https://www.glassdoor.sg/Award/Best-Places-to-Work-LST_KQ0,19.htm",#25,"https://www.glassdoor.sg/Overview/Working-at-Camden-Property-Trust-EI_IE2418.11,32.htm",4.4,https://www.glassdoor.sg/Reviews/Camden-Property-Trust-Reviews-E2418.htm, See Reviews,https://www.glassdoor.sg/Jobs/Camden-Property-Trust-Jobs-E2418.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-Camden-Property-Trust-RVW29419793.htm, They’re willing to listen to new ideas and encourage creativity. Camden wants us to do the job right and gives plenty of support to do...
Vi,"https://www.glassdoor.sg/Award/Best-Places-to-Work-LST_KQ0,19.htm",#26,"https://www.glassdoor.sg/Overview/Working-at-Vi-EI_IE331204.11,13.htm",4.4,https://www.glassdoor.sg/Reviews/Vi-Reviews-E331204.htm, See Reviews,https://www.glassdoor.sg/Jobs/Vi-Jobs-E331204.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-Vi-RVW28351710.htm, Vi offers great benefits to their employees and they are a family friendly company. They believe in life/work balance.
Viasat,"https://www.glassdoor.sg/Award/Best-Places-to-Work-LST_KQ0,19.htm",#27,"https://www.glassdoor.sg/Overview/Working-at-Viasat-EI_IE5500.11,17.htm",4.4,https://www.glassdoor.sg/Reviews/Viasat-Reviews-E5500.htm, See Reviews,https://www.glassdoor.sg/Jobs/Viasat-Jobs-E5500.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-ViaSat-Inc-RVW29123970.htm," Beautiful campus, laid-back culture, smart people, leadership with a clear vision, and exciting future business opportunities."
Mayo Clinic,"https://www.glassdoor.sg/Award/Best-Places-to-Work-LST_KQ0,19.htm",#28,"https://www.glassdoor.sg/Overview/Working-at-Mayo-Clinic-EI_IE19884.11,22.htm",4.4,https://www.glassdoor.sg/Reviews/Mayo-Clinic-Reviews-E19884.htm, See Reviews,https://www.glassdoor.sg/Jobs/Mayo-Clinic-Jobs-E19884.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-Mayo-Foundation-RVW29228753.htm," Rewarding job, great benefits, great culture, amazing team-mentality."
Keller Williams,"https://www.glassdoor.sg/Award/Best-Places-to-Work-LST_KQ0,19.htm",#29,"https://www.glassdoor.sg/Overview/Working-at-Keller-Williams-EI_IE114145.11,26.htm",4.4,https://www.glassdoor.sg/Reviews/Keller-Williams-Reviews-E114145.htm, See Reviews,https://www.glassdoor.sg/Jobs/Keller-Williams-Jobs-E114145.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-Keller-Williams-Realty-Inc-RVW28998735.htm," KW offers consistent training and education for their agents, both new and old. It is a fantastic place to start a career in real..."
Wegmans Food Markets,"https://www.glassdoor.sg/Award/Best-Places-to-Work-LST_KQ0,19.htm",#30,"https://www.glassdoor.sg/Overview/Working-at-Wegmans-Food-Markets-EI_IE3042.11,31.htm",4.4,https://www.glassdoor.sg/Reviews/Wegmans-Food-Markets-Reviews-E3042.htm, See Reviews,https://www.glassdoor.sg/Jobs/Wegmans-Food-Markets-Jobs-E3042.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-Wegmans-Food-Markets-Inc-RVW26335076.htm," Upper leadership actually cares about their teams and their people, and cross training opportunities are widely available."
Juul Labs,"https://www.glassdoor.sg/Award/Best-Places-to-Work-LST_KQ0,19.htm",#31,"https://www.glassdoor.sg/Overview/Working-at-Juul-Labs-EI_IE1751455.11,20.htm",4.4,https://www.glassdoor.sg/Reviews/Juul-Labs-Reviews-E1751455.htm, See Reviews,https://www.glassdoor.sg/Jobs/Juul-Labs-Jobs-E1751455.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-JUUL-Labs-Inc-RVW27619441.htm," Many perks including snacks and lunches, JUUL swag, standing desks for everyone, great teams, fast pace, and Dogpatch location next to..."
Compass,"https://www.glassdoor.sg/Award/Best-Places-to-Work-LST_KQ0,19.htm",#32,"https://www.glassdoor.sg/Overview/Working-at-Compass-EI_IE719025.11,18.htm",4.4,https://www.glassdoor.sg/Reviews/Compass-Reviews-E719025.htm, See Reviews,https://www.glassdoor.sg/Jobs/Compass-Jobs-E719025.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-Urban-Compass-Inc-RVW29283263.htm, You are encouraged to participate and share your opinions and experience to help continue to make Compass the pinnacle of the industry.
SurveyMonkey,"https://www.glassdoor.sg/Award/Best-Places-to-Work-LST_KQ0,19.htm",#33,"https://www.glassdoor.sg/Overview/Working-at-SurveyMonkey-EI_IE347449.11,23.htm",4.4,https://www.glassdoor.sg/Reviews/SurveyMonkey-Reviews-E347449.htm, See Reviews,https://www.glassdoor.sg/Jobs/SurveyMonkey-Jobs-E347449.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-SurveyMonkey-RVW29804462.htm," Employees are truly empowered, respected, and supported. Lots of opportunity to learn from smart, engaged people."
Salesforce,"https://www.glassdoor.sg/Award/Best-Places-to-Work-LST_KQ0,19.htm",#34,"https://www.glassdoor.sg/Overview/Working-at-Salesforce-EI_IE11159.11,21.htm",4.4,https://www.glassdoor.sg/Reviews/Salesforce-Reviews-E11159.htm, See Reviews,https://www.glassdoor.sg/Jobs/Salesforce-Jobs-E11159.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-Salesforce-RVW28734223.htm," The people are great, the culture is amazing and the work spaces have everything you could ever need!"
Kronos Incorporated,"https://www.glassdoor.sg/Award/Best-Places-to-Work-LST_KQ0,19.htm",#35,"https://www.glassdoor.sg/Overview/Working-at-Kronos-Incorporated-EI_IE2196.11,30.htm",4.4,https://www.glassdoor.sg/Reviews/Kronos-Incorporated-Reviews-E2196.htm, See Reviews,https://www.glassdoor.sg/Jobs/Kronos-Incorporated-Jobs-E2196.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-Kronos-Incorporated-RVW29817834.htm, Amazing organization and overall management structure with great benefits and an incredible work life balance.
VMware,"https://www.glassdoor.sg/Award/Best-Places-to-Work-LST_KQ0,19.htm",#36,"https://www.glassdoor.sg/Overview/Working-at-VMware-EI_IE12830.11,17.htm",4.4,https://www.glassdoor.sg/Reviews/VMware-Reviews-E12830.htm, See Reviews,https://www.glassdoor.sg/Jobs/VMware-Jobs-E12830.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-VMware-Inc-RVW29764228.htm," Work/Life balance is good, and people are smart and supportive."
Discount Tire,"https://www.glassdoor.sg/Award/Best-Places-to-Work-LST_KQ0,19.htm",#37,"https://www.glassdoor.sg/Overview/Working-at-Discount-Tire-EI_IE6632.11,24.htm",4.4,https://www.glassdoor.sg/Reviews/Discount-Tire-Reviews-E6632.htm, See Reviews,https://www.glassdoor.sg/Jobs/Discount-Tire-Jobs-E6632.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-Discount-Tire-Co-Inc-RVW26060284.htm, Love that they really care for our family as if it were their own. Lots of benefits and resources along with discounts on healthcare...
Bristol Myers Squibb,"https://www.glassdoor.sg/Award/Best-Places-to-Work-LST_KQ0,19.htm",#38,"https://www.glassdoor.sg/Overview/Working-at-Bristol-Myers-Squibb-EI_IE107.11,31.htm",4.4,https://www.glassdoor.sg/Reviews/Bristol-Myers-Squibb-Reviews-E107.htm, See Reviews,https://www.glassdoor.sg/Jobs/Bristol-Myers-Squibb-Jobs-E107.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-Bristol-Myers-Squibb-Company-RVW21770089.htm," Good benefits. 401K matching and end of year 401K addition based on years of service, and good work/life balance."
Adobe,"https://www.glassdoor.sg/Award/Best-Places-to-Work-LST_KQ0,19.htm",#39,"https://www.glassdoor.sg/Overview/Working-at-Adobe-EI_IE1090.11,16.htm",4.4,https://www.glassdoor.sg/Reviews/Adobe-Reviews-E1090.htm, See Reviews,https://www.glassdoor.sg/Jobs/Adobe-Jobs-E1090.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-Adobe-Systems-Incorporated-RVW28874583.htm," The workplace is nice - gym is top-notch, cafeteria is great, and other amenities which makes it an enjoyable work environment."
Kimpton Hotels & Restaurants,"https://www.glassdoor.sg/Award/Best-Places-to-Work-LST_KQ0,19.htm",#40,"https://www.glassdoor.sg/Overview/Working-at-Kimpton-Hotels-and-Restaurants-EI_IE9955.11,41.htm",4.4,https://www.glassdoor.sg/Reviews/Kimpton-Hotels-and-Restaurants-Reviews-E9955.htm, See Reviews,https://www.glassdoor.sg/Jobs/Kimpton-Hotels-and-Restaurants-Jobs-E9955.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-Kimpton-Hotel-and-Restaurant-Group-LLC-RVW28445154.htm," Fun culture, good benefits, growth & development opportunities, work environment based on respect, you have a voice and you can..."
E. & J. Gallo Winery,"https://www.glassdoor.sg/Award/Best-Places-to-Work-LST_KQ0,19.htm",#41,"https://www.glassdoor.sg/Overview/Working-at-E-and-J-Gallo-Winery-EI_IE2778.11,31.htm",4.4,https://www.glassdoor.sg/Reviews/E-and-J-Gallo-Winery-Reviews-E2778.htm, See Reviews,https://www.glassdoor.sg/Jobs/E-and-J-Gallo-Winery-Jobs-E2778.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-E-and-J-Gallo-Winery-RVW29599887.htm, The culture at Gallo is unmatched. It is by far the most collaborative and supportive environment I have ever worked in.
Taylor Morrison,"https://www.glassdoor.sg/Award/Best-Places-to-Work-LST_KQ0,19.htm",#42,"https://www.glassdoor.sg/Overview/Working-at-Taylor-Morrison-EI_IE37887.11,26.htm",4.4,https://www.glassdoor.sg/Reviews/Taylor-Morrison-Reviews-E37887.htm, See Reviews,https://www.glassdoor.sg/Jobs/Taylor-Morrison-Jobs-E37887.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-Taylor-Morrison-Inc-RVW25958349.htm," Culture, people, compensation, leadership, work life balance and they promote from within."
Manpower,"https://www.glassdoor.sg/Award/Best-Places-to-Work-LST_KQ0,19.htm",#43,"https://www.glassdoor.sg/Overview/Working-at-Manpower-EI_IE2548.11,19.htm",4.4,https://www.glassdoor.sg/Reviews/Manpower-Reviews-E2548.htm, See Reviews,https://www.glassdoor.sg/Jobs/Manpower-Jobs-E2548.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-Manpower-Inc-RVW27283008.htm," Goals are identified. Communication is direct, effective, and timely. Management is wonderful."
ABC Supply Co.,"https://www.glassdoor.sg/Award/Best-Places-to-Work-LST_KQ0,19.htm",#44,"https://www.glassdoor.sg/Overview/Working-at-ABC-Supply-Co-EI_IE657069.11,24.htm",4.4,https://www.glassdoor.sg/Reviews/ABC-Supply-Co-Reviews-E657069.htm, See Reviews,https://www.glassdoor.sg/Jobs/ABC-Supply-Co-Jobs-E657069.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-ABC-Supply-Co-Inc-RVW28895470.htm, ABC lets its managers make their own business decisions and fully supports them in that decision.
AppFolio,"https://www.glassdoor.sg/Award/Best-Places-to-Work-LST_KQ0,19.htm",#45,"https://www.glassdoor.sg/Overview/Working-at-AppFolio-EI_IE225531.11,19.htm",4.4,https://www.glassdoor.sg/Reviews/AppFolio-Reviews-E225531.htm, See Reviews,https://www.glassdoor.sg/Jobs/AppFolio-Jobs-E225531.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-AppFolio-RVW29799546.htm," Great work-life balance, friendly management, fantastic training, dog-friendly, fun culture."
Cummins,"https://www.glassdoor.sg/Award/Best-Places-to-Work-LST_KQ0,19.htm",#46,"https://www.glassdoor.sg/Overview/Working-at-Cummins-EI_IE187.11,18.htm",4.3,https://www.glassdoor.sg/Reviews/Cummins-Reviews-E187.htm, See Reviews,https://www.glassdoor.sg/Jobs/Cummins-Jobs-E187.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-Cummins-Inc-RVW29251874.htm," Great benefits, great work culture, and the work/life balance is good."
CHG Healthcare,"https://www.glassdoor.sg/Award/Best-Places-to-Work-LST_KQ0,19.htm",#47,"https://www.glassdoor.sg/Overview/Working-at-CHG-Healthcare-EI_IE40836.11,25.htm",4.3,https://www.glassdoor.sg/Reviews/CHG-Healthcare-Reviews-E40836.htm, See Reviews,https://www.glassdoor.sg/Jobs/CHG-Healthcare-Jobs-E40836.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-CHG-Healthcare-Services-Inc-RVW29472622.htm," Between work and giving back - the more you put in, the more you are rewarded in every aspect of your career."
SAP,"https://www.glassdoor.sg/Award/Best-Places-to-Work-LST_KQ0,19.htm",#48,https://www.glassdoor.sg/sap,4.3,https://www.glassdoor.sg/Reviews/SAP-Reviews-E10471.htm, See Reviews,https://www.glassdoor.sg/Jobs/SAP-Jobs-E10471.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-SAP-Aktiengesellschaft-RVW29845981.htm," Incredibly well organized, great communication, good pay, and very professional colleagues."
Bergstrom Automotive,"https://www.glassdoor.sg/Award/Best-Places-to-Work-LST_KQ0,19.htm",#49,"https://www.glassdoor.sg/Overview/Working-at-Bergstrom-Automotive-EI_IE22933.11,31.htm",4.3,https://www.glassdoor.sg/Reviews/Bergstrom-Automotive-Reviews-E22933.htm, See Reviews,https://www.glassdoor.sg/Jobs/Bergstrom-Automotive-Jobs-E22933.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-Bergstrom-Corporation-RVW29274304.htm, Their employees are respected and listened to. Everyone is treated fairly and the management truly cares about their employees.
College Nannies+Sitters+Tutors,"https://www.glassdoor.sg/Award/Best-Places-to-Work-LST_KQ0,19.htm",#50,"https://www.glassdoor.sg/Overview/Working-at-College-Nannies-Sitters-Tutors-EI_IE345903.11,41.htm",4.3,https://www.glassdoor.sg/Reviews/College-Nannies-Sitters-Tutors-Reviews-E345903.htm, See Reviews,https://www.glassdoor.sg/Jobs/College-Nannies-Sitters-Tutors-Jobs-E345903.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-College-Nannies-and-Tutors-Development-Inc-RVW28360583.htm," I get to choose when I want to work, very flexible, a lot of great benefits and compensation."
