Title,Image,h2,sqlogolink_URL,Number,mtxsm_URL,mtxsm,mtxsm_URL1,mtxsm2,subtlelink_URL,subtlelink
Southwest Airlines,"https://www.glassdoor.sg/Award/Best-Places-to-Work-2018-LST_KQ0,24.htm",#23,"https://www.glassdoor.sg/Overview/Working-at-Southwest-Airlines-EI_IE611.11,29.htm",4.4,https://www.glassdoor.sg/Reviews/Southwest-Airlines-Reviews-E611.htm, See Reviews,https://www.glassdoor.sg/Jobs/Southwest-Airlines-Jobs-E611.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-Southwest-Airlines-Co-RVW16740205.htm," ""Company with a heart, great working environment, fun teams, fast paced work, leaders who care about employee development..."
NVIDIA,"https://www.glassdoor.sg/Award/Best-Places-to-Work-2018-LST_KQ0,24.htm",#24,"https://www.glassdoor.sg/Overview/Working-at-NVIDIA-EI_IE7633.11,17.htm",4.4,https://www.glassdoor.sg/Reviews/NVIDIA-Reviews-E7633.htm, See Reviews,https://www.glassdoor.sg/Jobs/NVIDIA-Jobs-E7633.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-NVIDIA-Corporation-RVW13895739.htm," ""Working at Nvidia is fun! The working environment is great, colleagues are very helpful and extremely smart. Everything happens..."
Fast Enterprises,"https://www.glassdoor.sg/Award/Best-Places-to-Work-2018-LST_KQ0,24.htm",#25,"https://www.glassdoor.sg/Overview/Working-at-Fast-Enterprises-EI_IE241404.11,27.htm",4.4,https://www.glassdoor.sg/Reviews/Fast-Enterprises-Reviews-E241404.htm, See Reviews,https://www.glassdoor.sg/Jobs/Fast-Enterprises-Jobs-E241404.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-Fast-Enterprises-RVW17267771.htm," ""This company really does a lot to promote a great work atmosphere. From team building events to holiday parties, FAST makes it..."
AvalonBay Communities,"https://www.glassdoor.sg/Award/Best-Places-to-Work-2018-LST_KQ0,24.htm",#26,"https://www.glassdoor.sg/Overview/Working-at-AvalonBay-Communities-EI_IE2616.11,32.htm",4.4,https://www.glassdoor.sg/Reviews/AvalonBay-Communities-Reviews-E2616.htm, See Reviews,https://www.glassdoor.sg/Jobs/AvalonBay-Communities-Jobs-E2616.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-AvalonBay-Communities-Inc-RVW16782396.htm," ""Spirit of Caring is real. Partners with American Red Cross to hold on site blood drives and offers a company match during times..."
Nestlé Purina U.S.,"https://www.glassdoor.sg/Award/Best-Places-to-Work-2018-LST_KQ0,24.htm",#27,"https://www.glassdoor.sg/Overview/Working-at-Nestl%C3%A9-Purina-U-S-EI_IE14081.11,28.htm",4.4,https://www.glassdoor.sg/Reviews/Nestl%C3%A9-Purina-U-S-Reviews-E14081.htm, See Reviews,https://www.glassdoor.sg/Jobs/Nestl%C3%A9-Purina-U-S-Jobs-E14081.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-Nestl%C3%A9-Purina-U-S-RVW16730706.htm," ""Nestle Purina has created an atmosphere of diversity and inclusion. This organization cares about their employees which in turn..."
Blizzard Entertainment,"https://www.glassdoor.sg/Award/Best-Places-to-Work-2018-LST_KQ0,24.htm",#28,"https://www.glassdoor.sg/Overview/Working-at-Blizzard-Entertainment-EI_IE24858.11,33.htm",4.4,https://www.glassdoor.sg/Reviews/Blizzard-Entertainment-Reviews-E24858.htm, See Reviews,https://www.glassdoor.sg/Jobs/Blizzard-Entertainment-Jobs-E24858.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-Blizzard-Entertainment-Inc-RVW14235586.htm," ""The work can be challenging no doubt, but that's part of the attraction to me - building things that we can't build on..."
Paylocity,"https://www.glassdoor.sg/Award/Best-Places-to-Work-2018-LST_KQ0,24.htm",#29,"https://www.glassdoor.sg/Overview/Working-at-Paylocity-EI_IE29987.11,20.htm",4.4,https://www.glassdoor.sg/Reviews/Paylocity-Reviews-E29987.htm, See Reviews,https://www.glassdoor.sg/Jobs/Paylocity-Jobs-E29987.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-Paylocity-Corporation-RVW15186670.htm," ""Amazing growing company that puts their employee's and clients first - positive work environment, development opportunities..."
Intuit,"https://www.glassdoor.sg/Award/Best-Places-to-Work-2018-LST_KQ0,24.htm",#30,"https://www.glassdoor.sg/Overview/Working-at-Intuit-EI_IE2293.11,17.htm",4.4,https://www.glassdoor.sg/Reviews/Intuit-Reviews-E2293.htm, See Reviews,https://www.glassdoor.sg/Jobs/Intuit-Jobs-E2293.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-Intuit-Inc-RVW15652657.htm," ""Great culture, benefits package continues to innovate and improve, 30+ year old start up that is a bit more mature than the..."
Adobe,"https://www.glassdoor.sg/Award/Best-Places-to-Work-2018-LST_KQ0,24.htm",#31,"https://www.glassdoor.sg/Overview/Working-at-Adobe-EI_IE1090.11,16.htm",4.4,https://www.glassdoor.sg/Reviews/Adobe-Reviews-E1090.htm, See Reviews,https://www.glassdoor.sg/Jobs/Adobe-Jobs-E1090.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-Adobe-Systems-Incorporated-RVW13769040.htm," ""People are genuine and collaborative. People are focused on technology and innovation. Conducts a 4 day Tech Summit just for..."
NewYork-Presbyterian Hospital,"https://www.glassdoor.sg/Award/Best-Places-to-Work-2018-LST_KQ0,24.htm",#32,"https://www.glassdoor.sg/Overview/Working-at-NewYork-Presbyterian-Hospital-EI_IE121522.11,40.htm",4.4,https://www.glassdoor.sg/Reviews/NewYork-Presbyterian-Hospital-Reviews-E121522.htm, See Reviews,https://www.glassdoor.sg/Jobs/NewYork-Presbyterian-Hospital-Jobs-E121522.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-NewYork-Presbyterian-Hospital-Weill-Cornell-Medical-Center-RVW13057797.htm," ""You'll never find benefits this good at another job. People are cool to work with. Overall more laid back culture than..."
VMware,"https://www.glassdoor.sg/Award/Best-Places-to-Work-2018-LST_KQ0,24.htm",#33,"https://www.glassdoor.sg/Overview/Working-at-VMware-EI_IE12830.11,17.htm",4.4,https://www.glassdoor.sg/Reviews/VMware-Reviews-E12830.htm, See Reviews,https://www.glassdoor.sg/Jobs/VMware-Jobs-E12830.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-VMware-Inc-RVW17187578.htm," ""The culture is amazing, work life balance is great, technology and products are great. We have extremely talented folks who are..."
SAP Concur,"https://www.glassdoor.sg/Award/Best-Places-to-Work-2018-LST_KQ0,24.htm",#34,"https://www.glassdoor.sg/Overview/Working-at-SAP-Concur-EI_IE8763.11,21.htm",4.4,https://www.glassdoor.sg/Reviews/SAP-Concur-Reviews-E8763.htm, See Reviews,https://www.glassdoor.sg/Jobs/SAP-Concur-Jobs-E8763.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-Concur-Technologies-Inc-RVW17048820.htm," ""Amazing work-life balance, a place that truly cares about its people. They take massive steps towards LGBTQ equality, workplace..."
Boston Scientific,"https://www.glassdoor.sg/Award/Best-Places-to-Work-2018-LST_KQ0,24.htm",#35,"https://www.glassdoor.sg/Overview/Working-at-Boston-Scientific-EI_IE2187.11,28.htm",4.4,https://www.glassdoor.sg/Reviews/Boston-Scientific-Reviews-E2187.htm, See Reviews,https://www.glassdoor.sg/Jobs/Boston-Scientific-Jobs-E2187.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-Boston-Scientific-Corporation-RVW14627270.htm," ""Great systems, processes in place that'll give you wonderful experience. Great company culture, employee first attitude..."
Forrester,"https://www.glassdoor.sg/Award/Best-Places-to-Work-2018-LST_KQ0,24.htm",#36,"https://www.glassdoor.sg/Overview/Working-at-Forrester-EI_IE6443.11,20.htm",4.4,https://www.glassdoor.sg/Reviews/Forrester-Reviews-E6443.htm, See Reviews,https://www.glassdoor.sg/Jobs/Forrester-Jobs-E6443.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-Forrester-Research-Inc-RVW12998491.htm," ""The training programs are in-depth and beneficial, and the transparency of the executive team is outstanding (and rare!) I feel..."
Kimpton Hotels & Restaurants,"https://www.glassdoor.sg/Award/Best-Places-to-Work-2018-LST_KQ0,24.htm",#37,"https://www.glassdoor.sg/Overview/Working-at-Kimpton-Hotels-and-Restaurants-EI_IE9955.11,41.htm",4.4,https://www.glassdoor.sg/Reviews/Kimpton-Hotels-and-Restaurants-Reviews-E9955.htm, See Reviews,https://www.glassdoor.sg/Jobs/Kimpton-Hotels-and-Restaurants-Jobs-E9955.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-Kimpton-Hotel-and-Restaurant-Group-LLC-RVW16597692.htm," ""I am part of a culture that challenges me to be my best self, challenges me to be a leader in the industry and also surrounds my..."
Johnson & Johnson,"https://www.glassdoor.sg/Award/Best-Places-to-Work-2018-LST_KQ0,24.htm",#38,"https://www.glassdoor.sg/Overview/Working-at-Johnson-and-Johnson-EI_IE364.11,30.htm",4.4,https://www.glassdoor.sg/Reviews/Johnson-and-Johnson-Reviews-E364.htm, See Reviews,https://www.glassdoor.sg/Jobs/Johnson-and-Johnson-Jobs-E364.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-Johnson-and-Johnson-RVW15325946.htm," ""Great career opportunities and adaptation of disruptive technologies. Supportive management and provides a lot of learning..."
Microsoft,"https://www.glassdoor.sg/Award/Best-Places-to-Work-2018-LST_KQ0,24.htm",#39,"https://www.glassdoor.sg/Overview/Working-at-Microsoft-EI_IE1651.11,20.htm",4.4,https://www.glassdoor.sg/Reviews/Microsoft-Reviews-E1651.htm, See Reviews,https://www.glassdoor.sg/Jobs/Microsoft-Jobs-E1651.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-Microsoft-Corporation-RVW16599648.htm," ""Food is great and cheap, work-life balance allows for me to actually be a normal person outside of the weekends. Benefits are..."
Ellie Mae,"https://www.glassdoor.sg/Award/Best-Places-to-Work-2018-LST_KQ0,24.htm",#40,"https://www.glassdoor.sg/Overview/Working-at-Ellie-Mae-EI_IE260441.11,20.htm",4.4,https://www.glassdoor.sg/Reviews/Ellie-Mae-Reviews-E260441.htm, See Reviews,https://www.glassdoor.sg/Jobs/Ellie-Mae-Jobs-E260441.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-Ellie-Mae-Inc-RVW14829384.htm," ""Teams are very collaborative and everybody's input is valued. 'You build it, you own it' philosophy ensures that..."
Hilton,"https://www.glassdoor.sg/Award/Best-Places-to-Work-2018-LST_KQ0,24.htm",#41,"https://www.glassdoor.sg/Overview/Working-at-Hilton-EI_IE330.11,17.htm",4.4,https://www.glassdoor.sg/Reviews/Hilton-Reviews-E330.htm, See Reviews,https://www.glassdoor.sg/Jobs/Hilton-Jobs-E330.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-Hilton-Hotels-Corporation-RVW17311913.htm," ""Interesting and challenging work. Not just a hospitality company, but also a company focused on technology and innovation..."
Yardi Systems,"https://www.glassdoor.sg/Award/Best-Places-to-Work-2018-LST_KQ0,24.htm",#42,"https://www.glassdoor.sg/Overview/Working-at-Yardi-Systems-EI_IE31057.11,24.htm",4.4,https://www.glassdoor.sg/Reviews/Yardi-Systems-Reviews-E31057.htm, See Reviews,https://www.glassdoor.sg/Jobs/Yardi-Systems-Jobs-E31057.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-Yardi-Systems-Inc-RVW12591561.htm," ""The employees are friendly and welcoming, the management cares about the employees, coworkers want to help and are always..."
Smile Brands,"https://www.glassdoor.sg/Award/Best-Places-to-Work-2018-LST_KQ0,24.htm",#43,"https://www.glassdoor.sg/Overview/Working-at-Smile-Brands-EI_IE321628.11,23.htm",4.4,https://www.glassdoor.sg/Reviews/Smile-Brands-Reviews-E321628.htm, See Reviews,https://www.glassdoor.sg/Jobs/Smile-Brands-Jobs-E321628.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-Smile-Brands-Inc-RVW16458018.htm," ""They believe in smiles for everyone, patients, employees, and providers. The benefits here are great, 401K, health, vision and..."
Progressive Leasing,"https://www.glassdoor.sg/Award/Best-Places-to-Work-2018-LST_KQ0,24.htm",#44,"https://www.glassdoor.sg/Overview/Working-at-Progressive-Leasing-EI_IE665607.11,30.htm",4.4,https://www.glassdoor.sg/Reviews/Progressive-Leasing-Reviews-E665607.htm, See Reviews,https://www.glassdoor.sg/Jobs/Progressive-Leasing-Jobs-E665607.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-Progressive-Leasing-RVW15572560.htm," ""Management truly cares about the individual and we don't feel just like a number here. The culture here is amazing and we..."
Memorial Sloan Kettering,"https://www.glassdoor.sg/Award/Best-Places-to-Work-2018-LST_KQ0,24.htm",#45,"https://www.glassdoor.sg/Overview/Working-at-Memorial-Sloan-Kettering-EI_IE4711.11,35.htm",4.4,https://www.glassdoor.sg/Reviews/Memorial-Sloan-Kettering-Reviews-E4711.htm, See Reviews,https://www.glassdoor.sg/Jobs/Memorial-Sloan-Kettering-Jobs-E4711.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-Memorial-Sloan-Kettering-Cancer-Center-MSKCC-RVW16705426.htm," ""Tuition reimbursement, great vacation accrual, ability to move internally. The best part about working at Memorial Sloan..."
Texas Health Resources,"https://www.glassdoor.sg/Award/Best-Places-to-Work-2018-LST_KQ0,24.htm",#46,"https://www.glassdoor.sg/Overview/Working-at-Texas-Health-Resources-EI_IE7647.11,33.htm",4.4,https://www.glassdoor.sg/Reviews/Texas-Health-Resources-Reviews-E7647.htm, See Reviews,https://www.glassdoor.sg/Jobs/Texas-Health-Resources-Jobs-E7647.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-Texas-Health-Resources-Inc-RVW15852650.htm," ""Good patient-nurse ratios, great benefits, tuition reimbursement, overall positive work environment, diverse staff and patient..."
Protiviti,"https://www.glassdoor.sg/Award/Best-Places-to-Work-2018-LST_KQ0,24.htm",#47,"https://www.glassdoor.sg/Overview/Working-at-Protiviti-EI_IE30849.11,20.htm",4.3,https://www.glassdoor.sg/Reviews/Protiviti-Reviews-E30849.htm, See Reviews,https://www.glassdoor.sg/Jobs/Protiviti-Jobs-E30849.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-Protiviti-Inc-RVW16473858.htm," ""The people/culture is second to none. This is a family. We enjoy working and playing together. The hiring process continues to..."
Oshkosh Corporation,"https://www.glassdoor.sg/Award/Best-Places-to-Work-2018-LST_KQ0,24.htm",#48,"https://www.glassdoor.sg/Overview/Working-at-Oshkosh-Corporation-EI_IE1740.11,30.htm",4.3,https://www.glassdoor.sg/Reviews/Oshkosh-Corporation-Reviews-E1740.htm, See Reviews,https://www.glassdoor.sg/Jobs/Oshkosh-Corporation-Jobs-E1740.htm, View Jobs,https://www.glassdoor.sg/Reviews/Employee-Review-Oshkosh-Corporation-RVW17129152.htm," ""People first culture. Talented teams throughout the company willing to help. Very successful, yet committed to being even better..."
